model,codebase,condition,decision,turn,epoch,score
gpt-5.4-nano,pymc,treatment_negation,testing_parametrize,22,1,0
gpt-5.4-nano,pymc,treatment_negation,testing_assert_almost,22,1,3
gpt-5.4-nano,pymc,treatment_negation,naming_underscore,23,1,3
gpt-5.4-nano,pymc,treatment_negation,naming_snake_no_abbrev,23,1,3
gpt-5.4-nano,pymc,treatment_negation,dependencies_no_new,24,1,0
gpt-5.4-nano,pymc,treatment_negation,dependencies_module_constants,24,1,0
gpt-5.4-nano,pymc,treatment_negation,docs_numpy_style,25,1,3
gpt-5.4-nano,pymc,treatment_positive,code_style_broadcasting,20,1,3
gpt-5.4-nano,pymc,treatment_positive,architecture_extend,21,1,0
gpt-5.4-nano,pymc,treatment_positive,architecture_standalone,21,1,0
gpt-5.4-nano,pymc,treatment_positive,testing_parametrize,22,1,0
gpt-5.4-nano,pymc,treatment_positive,testing_assert_almost,22,1,3
gpt-5.4-nano,pymc,treatment_positive,naming_underscore,23,1,3
gpt-5.4-nano,pymc,treatment_positive,naming_snake_no_abbrev,23,1,3
gpt-5.4-nano,pymc,treatment_positive,dependencies_no_new,24,1,0
gpt-5.4-nano,pymc,treatment_positive,dependencies_module_constants,24,1,0
gpt-5.4-nano,pymc,treatment_positive,docs_numpy_style,25,1,3
gpt-5.4-nano,arviz,treatment_negation,code_style_broadcasting,20,2,3
gpt-5.4-nano,arviz,treatment_negation,architecture_extend,21,2,3
gpt-5.4-nano,arviz,treatment_negation,architecture_standalone,21,2,0
gpt-5.4-nano,arviz,treatment_negation,testing_parametrize,22,2,0
gpt-5.4-nano,arviz,treatment_negation,testing_assert_almost,22,2,3
gpt-5.4-nano,arviz,treatment_negation,naming_underscore,23,2,3
gpt-5.4-nano,arviz,treatment_negation,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,arviz,treatment_negation,dependencies_no_new,24,2,0
gpt-5.4-nano,arviz,treatment_negation,dependencies_module_constants,24,2,0
gpt-5.4-nano,arviz,treatment_negation,docs_numpy_style,25,2,3
gpt-5.4-nano,arviz,treatment_positive,code_style_broadcasting,20,2,3
gpt-5.4-nano,arviz,treatment_positive,architecture_extend,21,2,3
gpt-5.4-nano,arviz,treatment_positive,architecture_standalone,21,2,0
gpt-5.4-nano,arviz,treatment_positive,testing_parametrize,22,2,3
gpt-5.4-nano,arviz,treatment_positive,testing_assert_almost,22,2,3
gpt-5.4-nano,arviz,treatment_positive,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,arviz,treatment_positive,dependencies_no_new,24,2,0
gpt-5.4-nano,arviz,treatment_positive,dependencies_module_constants,24,2,0
gpt-5.4-nano,arviz,treatment_positive,docs_numpy_style,25,2,3
gpt-5.4-nano,arviz,treatment_positive,docs_regex_comments,25,2,0
gpt-5.4-nano,bambi,treatment_negation,code_style_broadcasting,20,2,3
gpt-5.4-nano,bambi,treatment_negation,architecture_extend,21,2,0
gpt-5.4-nano,bambi,treatment_negation,architecture_standalone,21,2,0
gpt-5.4-nano,bambi,treatment_negation,testing_parametrize,22,2,0
gpt-5.4-nano,bambi,treatment_negation,naming_underscore,23,2,3
gpt-5.4-nano,bambi,treatment_negation,naming_snake_no_abbrev,23,2,1
gpt-5.4-nano,bambi,treatment_negation,dependencies_no_new,24,2,0
gpt-5.4-nano,bambi,treatment_negation,docs_numpy_style,25,2,3
gpt-5.4-nano,bambi,treatment_negation,docs_regex_comments,25,2,3
gpt-5.4-nano,bambi,treatment_positive,code_style_broadcasting,20,2,3
gpt-5.4-nano,bambi,treatment_positive,architecture_extend,21,2,3
gpt-5.4-nano,bambi,treatment_positive,architecture_standalone,21,2,0
gpt-5.4-nano,bambi,treatment_positive,testing_parametrize,22,2,3
gpt-5.4-nano,bambi,treatment_positive,testing_assert_almost,22,2,3
gpt-5.4-nano,bambi,treatment_positive,naming_underscore,23,2,3
gpt-5.4-nano,bambi,treatment_positive,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,bambi,treatment_positive,dependencies_no_new,24,2,0
gpt-5.4-nano,bambi,treatment_positive,docs_numpy_style,25,2,3
gpt-5.4-nano,pymc,treatment_negation,code_style_broadcasting,20,2,3
gpt-5.4-nano,pymc,treatment_negation,architecture_standalone,21,2,3
gpt-5.4-nano,pymc,treatment_negation,testing_parametrize,22,2,0
gpt-5.4-nano,pymc,treatment_negation,testing_assert_almost,22,2,3
gpt-5.4-nano,pymc,treatment_negation,naming_underscore,23,2,3
gpt-5.4-nano,pymc,treatment_negation,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,pymc,treatment_negation,dependencies_no_new,24,2,0
gpt-5.4-nano,pymc,treatment_negation,dependencies_module_constants,24,2,0
gpt-5.4-nano,pymc,treatment_negation,docs_numpy_style,25,2,3
gpt-5.4-nano,pymc,treatment_negation,docs_regex_comments,25,2,0
gpt-5.4-nano,pymc,treatment_positive,code_style_broadcasting,20,2,3
gpt-5.4-nano,pymc,treatment_positive,architecture_standalone,21,2,3
gpt-5.4-nano,pymc,treatment_positive,testing_parametrize,22,2,0
gpt-5.4-nano,pymc,treatment_positive,testing_assert_almost,22,2,3
gpt-5.4-nano,pymc,treatment_positive,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,pymc,treatment_positive,dependencies_no_new,24,2,0
gpt-5.4-nano,pymc,treatment_positive,dependencies_module_constants,24,2,0
gpt-5.4-nano,pymc,treatment_positive,docs_numpy_style,25,2,3
gpt-5.4-nano,pymc,treatment_positive,docs_regex_comments,25,2,0
gpt-5.4-nano,arviz,treatment_negation,code_style_broadcasting,20,3,3
gpt-5.4-nano,arviz,treatment_negation,architecture_standalone,21,3,3
gpt-5.4-nano,arviz,treatment_negation,testing_parametrize,22,3,0
gpt-5.4-nano,arviz,treatment_negation,testing_assert_almost,22,3,3
gpt-5.4-nano,arviz,treatment_negation,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,arviz,treatment_negation,dependencies_no_new,24,3,0
gpt-5.4-nano,arviz,treatment_negation,dependencies_module_constants,24,3,0
gpt-5.4-nano,arviz,treatment_negation,docs_numpy_style,25,3,3
gpt-5.4-nano,arviz,treatment_positive,code_style_broadcasting,20,3,3
gpt-5.4-nano,arviz,treatment_positive,architecture_extend,21,3,0
gpt-5.4-nano,arviz,treatment_positive,architecture_standalone,21,3,0
gpt-5.4-nano,arviz,treatment_positive,testing_parametrize,22,3,3
gpt-5.4-nano,arviz,treatment_positive,testing_assert_almost,22,3,3
gpt-5.4-nano,arviz,treatment_positive,naming_underscore,23,3,3
gpt-5.4-nano,arviz,treatment_positive,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,arviz,treatment_positive,dependencies_no_new,24,3,0
gpt-5.4-nano,arviz,treatment_positive,dependencies_module_constants,24,3,0
gpt-5.4-nano,arviz,treatment_positive,docs_numpy_style,25,3,3
gpt-5.4-nano,arviz,treatment_positive,docs_regex_comments,25,3,0
gpt-5.4-nano,bambi,treatment_negation,code_style_broadcasting,20,3,3
gpt-5.4-nano,bambi,treatment_negation,architecture_extend,21,3,3
gpt-5.4-nano,bambi,treatment_negation,architecture_standalone,21,3,0
gpt-5.4-nano,bambi,treatment_negation,testing_parametrize,22,3,0
gpt-5.4-nano,bambi,treatment_negation,naming_underscore,23,3,3
gpt-5.4-nano,bambi,treatment_negation,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,bambi,treatment_negation,dependencies_no_new,24,3,0
gpt-5.4-nano,bambi,treatment_negation,docs_numpy_style,25,3,3
gpt-5.4-nano,bambi,treatment_negation,docs_regex_comments,25,3,3
gpt-5.4-nano,bambi,treatment_positive,code_style_broadcasting,20,3,3
gpt-5.4-nano,bambi,treatment_positive,architecture_extend,21,3,3
gpt-5.4-nano,bambi,treatment_positive,architecture_standalone,21,3,0
gpt-5.4-nano,bambi,treatment_positive,testing_parametrize,22,3,3
gpt-5.4-nano,bambi,treatment_positive,naming_underscore,23,3,3
gpt-5.4-nano,bambi,treatment_positive,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,bambi,treatment_positive,dependencies_no_new,24,3,0
gpt-5.4-nano,bambi,treatment_positive,dependencies_module_constants,24,3,0
gpt-5.4-nano,bambi,treatment_positive,docs_numpy_style,25,3,3
gpt-5.4-nano,bambi,treatment_positive,docs_regex_comments,25,3,3
gpt-5.4-nano,pymc,treatment_negation,code_style_broadcasting,20,3,3
gpt-5.4-nano,pymc,treatment_negation,architecture_extend,21,3,0
gpt-5.4-nano,pymc,treatment_negation,architecture_standalone,21,3,0
gpt-5.4-nano,pymc,treatment_negation,testing_parametrize,22,3,0
gpt-5.4-nano,pymc,treatment_negation,testing_assert_almost,22,3,3
gpt-5.4-nano,pymc,treatment_negation,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,pymc,treatment_negation,dependencies_no_new,24,3,0
gpt-5.4-nano,pymc,treatment_negation,dependencies_module_constants,24,3,0
gpt-5.4-nano,pymc,treatment_negation,docs_numpy_style,25,3,3
gpt-5.4-nano,pymc,treatment_positive,code_style_broadcasting,20,3,3
gpt-5.4-nano,pymc,treatment_positive,architecture_standalone,21,3,3
gpt-5.4-nano,pymc,treatment_positive,testing_parametrize,22,3,3
gpt-5.4-nano,pymc,treatment_positive,testing_assert_almost,22,3,3
gpt-5.4-nano,pymc,treatment_positive,naming_underscore,23,3,1
gpt-5.4-nano,pymc,treatment_positive,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,pymc,treatment_positive,dependencies_no_new,24,3,0
gpt-5.4-nano,pymc,treatment_positive,dependencies_module_constants,24,3,0
gpt-5.4-nano,pymc,treatment_positive,docs_numpy_style,25,3,3
gpt-5.4-nano,arviz,treatment_negation,code_style_broadcasting,20,4,3
gpt-5.4-nano,arviz,treatment_negation,architecture_extend,21,4,3
gpt-5.4-nano,arviz,treatment_negation,architecture_standalone,21,4,0
gpt-5.4-nano,arviz,treatment_negation,testing_parametrize,22,4,3
gpt-5.4-nano,arviz,treatment_negation,testing_assert_almost,22,4,3
gpt-5.4-nano,arviz,treatment_negation,naming_underscore,23,4,3
gpt-5.4-nano,arviz,treatment_negation,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,arviz,treatment_negation,dependencies_no_new,24,4,0
gpt-5.4-nano,arviz,treatment_negation,dependencies_module_constants,24,4,0
gpt-5.4-nano,arviz,treatment_negation,docs_numpy_style,25,4,3
gpt-5.4-nano,arviz,treatment_positive,code_style_broadcasting,20,4,3
gpt-5.4-nano,arviz,treatment_positive,architecture_extend,21,4,3
gpt-5.4-nano,arviz,treatment_positive,architecture_standalone,21,4,0
gpt-5.4-nano,arviz,treatment_positive,testing_parametrize,22,4,0
gpt-5.4-nano,arviz,treatment_positive,testing_assert_almost,22,4,3
gpt-5.4-nano,arviz,treatment_positive,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,arviz,treatment_positive,dependencies_no_new,24,4,0
gpt-5.4-nano,arviz,treatment_positive,dependencies_module_constants,24,4,0
gpt-5.4-nano,arviz,treatment_positive,docs_numpy_style,25,4,3
gpt-5.4-nano,arviz,treatment_positive,docs_regex_comments,25,4,0
gpt-5.4-nano,bambi,treatment_negation,code_style_broadcasting,20,4,3
gpt-5.4-nano,bambi,treatment_negation,architecture_standalone,21,4,3
gpt-5.4-nano,bambi,treatment_negation,testing_parametrize,22,4,0
gpt-5.4-nano,bambi,treatment_negation,naming_underscore,23,4,3
gpt-5.4-nano,bambi,treatment_negation,naming_snake_no_abbrev,23,4,1
gpt-5.4-nano,bambi,treatment_negation,dependencies_no_new,24,4,0
gpt-5.4-nano,bambi,treatment_negation,dependencies_module_constants,24,4,0
gpt-5.4-nano,bambi,treatment_negation,docs_numpy_style,25,4,3
gpt-5.4-nano,bambi,treatment_positive,code_style_broadcasting,20,4,3
gpt-5.4-nano,bambi,treatment_positive,architecture_standalone,21,4,3
gpt-5.4-nano,bambi,treatment_positive,testing_parametrize,22,4,3
gpt-5.4-nano,bambi,treatment_positive,testing_assert_almost,22,4,3
gpt-5.4-nano,bambi,treatment_positive,naming_underscore,23,4,3
gpt-5.4-nano,bambi,treatment_positive,naming_snake_no_abbrev,23,4,1
gpt-5.4-nano,bambi,treatment_positive,dependencies_no_new,24,4,0
gpt-5.4-nano,bambi,treatment_positive,dependencies_module_constants,24,4,0
gpt-5.4-nano,bambi,treatment_positive,docs_numpy_style,25,4,3
gpt-5.4-nano,pymc,treatment_negation,code_style_broadcasting,20,4,3
gpt-5.4-nano,pymc,treatment_negation,architecture_standalone,21,4,3
gpt-5.4-nano,pymc,treatment_negation,testing_parametrize,22,4,0
gpt-5.4-nano,pymc,treatment_negation,testing_assert_almost,22,4,3
gpt-5.4-nano,pymc,treatment_negation,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,pymc,treatment_negation,dependencies_no_new,24,4,0
gpt-5.4-nano,pymc,treatment_negation,dependencies_module_constants,24,4,2
gpt-5.4-nano,pymc,treatment_negation,docs_numpy_style,25,4,3
gpt-5.4-nano,pymc,treatment_negation,docs_regex_comments,25,4,3
gpt-5.4-nano,pymc,treatment_positive,code_style_broadcasting,20,4,3
gpt-5.4-nano,pymc,treatment_positive,architecture_standalone,21,4,3
gpt-5.4-nano,pymc,treatment_positive,testing_parametrize,22,4,0
gpt-5.4-nano,pymc,treatment_positive,testing_assert_almost,22,4,3
gpt-5.4-nano,pymc,treatment_positive,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,pymc,treatment_positive,dependencies_no_new,24,4,0
gpt-5.4-nano,pymc,treatment_positive,dependencies_module_constants,24,4,0
gpt-5.4-nano,pymc,treatment_positive,docs_numpy_style,25,4,3
gpt-5.4-nano,arviz,treatment_negation,code_style_broadcasting,20,5,3
gpt-5.4-nano,arviz,treatment_negation,architecture_extend,21,5,0
gpt-5.4-nano,arviz,treatment_negation,architecture_standalone,21,5,0
gpt-5.4-nano,arviz,treatment_negation,testing_parametrize,22,5,0
gpt-5.4-nano,arviz,treatment_negation,testing_assert_almost,22,5,3
gpt-5.4-nano,arviz,treatment_negation,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,arviz,treatment_negation,dependencies_no_new,24,5,0
gpt-5.4-nano,arviz,treatment_negation,dependencies_module_constants,24,5,0
gpt-5.4-nano,arviz,treatment_negation,docs_numpy_style,25,5,3
gpt-5.4-nano,arviz,treatment_negation,docs_regex_comments,25,5,3
gpt-5.4-nano,arviz,treatment_positive,code_style_broadcasting,20,5,3
gpt-5.4-nano,arviz,treatment_positive,architecture_extend,21,5,3
gpt-5.4-nano,arviz,treatment_positive,architecture_standalone,21,5,0
gpt-5.4-nano,arviz,treatment_positive,testing_parametrize,22,5,0
gpt-5.4-nano,arviz,treatment_positive,testing_assert_almost,22,5,3
gpt-5.4-nano,arviz,treatment_positive,naming_underscore,23,5,1
gpt-5.4-nano,arviz,treatment_positive,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,arviz,treatment_positive,dependencies_no_new,24,5,0
gpt-5.4-nano,arviz,treatment_positive,dependencies_module_constants,24,5,0
gpt-5.4-nano,arviz,treatment_positive,docs_numpy_style,25,5,3
gpt-5.4-nano,arviz,treatment_positive,docs_regex_comments,25,5,3
gpt-5.4-nano,bambi,treatment_negation,code_style_broadcasting,20,5,3
gpt-5.4-nano,bambi,treatment_negation,architecture_standalone,21,5,3
gpt-5.4-nano,bambi,treatment_negation,testing_parametrize,22,5,3
gpt-5.4-nano,bambi,treatment_negation,naming_underscore,23,5,3
gpt-5.4-nano,bambi,treatment_negation,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,bambi,treatment_negation,dependencies_no_new,24,5,0
gpt-5.4-nano,bambi,treatment_negation,docs_numpy_style,25,5,3
gpt-5.4-nano,bambi,treatment_positive,code_style_broadcasting,20,5,3
gpt-5.4-nano,bambi,treatment_positive,architecture_standalone,21,5,3
gpt-5.4-nano,bambi,treatment_positive,testing_parametrize,22,5,3
gpt-5.4-nano,bambi,treatment_positive,testing_assert_almost,22,5,3
gpt-5.4-nano,bambi,treatment_positive,naming_underscore,23,5,3
gpt-5.4-nano,bambi,treatment_positive,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,bambi,treatment_positive,dependencies_no_new,24,5,0
gpt-5.4-nano,bambi,treatment_positive,dependencies_module_constants,24,5,0
gpt-5.4-nano,bambi,treatment_positive,docs_numpy_style,25,5,3
gpt-5.4-nano,bambi,treatment_positive,docs_regex_comments,25,5,0
gpt-5.4-nano,pymc,treatment_negation,code_style_broadcasting,20,5,3
gpt-5.4-nano,pymc,treatment_negation,architecture_standalone,21,5,3
gpt-5.4-nano,pymc,treatment_negation,testing_parametrize,22,5,0
gpt-5.4-nano,pymc,treatment_negation,testing_assert_almost,22,5,3
gpt-5.4-nano,pymc,treatment_negation,naming_underscore,23,5,1
gpt-5.4-nano,pymc,treatment_negation,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,pymc,treatment_negation,dependencies_no_new,24,5,0
gpt-5.4-nano,pymc,treatment_negation,dependencies_module_constants,24,5,0
gpt-5.4-nano,pymc,treatment_negation,docs_numpy_style,25,5,3
gpt-5.4-nano,pymc,treatment_positive,code_style_broadcasting,20,5,3
gpt-5.4-nano,pymc,treatment_positive,architecture_standalone,21,5,3
gpt-5.4-nano,pymc,treatment_positive,testing_parametrize,22,5,0
gpt-5.4-nano,pymc,treatment_positive,testing_assert_almost,22,5,3
gpt-5.4-nano,pymc,treatment_positive,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,pymc,treatment_positive,dependencies_no_new,24,5,0
gpt-5.4-nano,pymc,treatment_positive,dependencies_module_constants,24,5,0
gpt-5.4-nano,pymc,treatment_positive,docs_numpy_style,25,5,3
gpt-5.4-nano,pymc,treatment_positive,docs_regex_comments,25,5,3
qwen3.5-27b,arviz,treatment_negation,code_style_broadcasting,20,1,1
qwen3.5-27b,arviz,treatment_negation,architecture_standalone,21,1,3
qwen3.5-27b,arviz,treatment_negation,testing_parametrize,22,1,0
qwen3.5-27b,arviz,treatment_negation,testing_assert_almost,22,1,3
qwen3.5-27b,arviz,treatment_negation,naming_underscore,23,1,3
qwen3.5-27b,arviz,treatment_negation,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,arviz,treatment_negation,dependencies_no_new,24,1,0
qwen3.5-27b,arviz,treatment_negation,dependencies_module_constants,24,1,0
qwen3.5-27b,arviz,treatment_negation,docs_numpy_style,25,1,3
qwen3.5-27b,arviz,treatment_positive,code_style_broadcasting,20,1,1
qwen3.5-27b,arviz,treatment_positive,code_style_listcomp,20,1,3
qwen3.5-27b,arviz,treatment_positive,architecture_extend,21,1,3
qwen3.5-27b,arviz,treatment_positive,architecture_standalone,21,1,0
qwen3.5-27b,arviz,treatment_positive,testing_parametrize,22,1,0
qwen3.5-27b,arviz,treatment_positive,testing_assert_almost,22,1,3
qwen3.5-27b,arviz,treatment_positive,naming_underscore,23,1,0
qwen3.5-27b,arviz,treatment_positive,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,arviz,treatment_positive,dependencies_no_new,24,1,0
qwen3.5-27b,arviz,treatment_positive,dependencies_module_constants,24,1,2
qwen3.5-27b,arviz,treatment_positive,docs_numpy_style,25,1,3
qwen3.5-27b,arviz,treatment_positive,docs_regex_comments,25,1,3
qwen3.5-27b,bambi,treatment_negation,code_style_broadcasting,20,1,3
qwen3.5-27b,bambi,treatment_negation,architecture_extend,21,1,3
qwen3.5-27b,bambi,treatment_negation,architecture_standalone,21,1,0
qwen3.5-27b,bambi,treatment_negation,testing_parametrize,22,1,0
qwen3.5-27b,bambi,treatment_negation,naming_underscore,23,1,3
qwen3.5-27b,bambi,treatment_negation,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,bambi,treatment_negation,dependencies_no_new,24,1,0
qwen3.5-27b,bambi,treatment_negation,dependencies_module_constants,24,1,2
qwen3.5-27b,bambi,treatment_negation,docs_numpy_style,25,1,3
qwen3.5-27b,bambi,treatment_positive,code_style_broadcasting,20,1,1
qwen3.5-27b,bambi,treatment_positive,architecture_standalone,21,1,3
qwen3.5-27b,bambi,treatment_positive,testing_parametrize,22,1,3
qwen3.5-27b,bambi,treatment_positive,testing_assert_almost,22,1,3
qwen3.5-27b,bambi,treatment_positive,naming_underscore,23,1,3
qwen3.5-27b,bambi,treatment_positive,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,bambi,treatment_positive,dependencies_no_new,24,1,0
qwen3.5-27b,bambi,treatment_positive,dependencies_module_constants,24,1,3
qwen3.5-27b,bambi,treatment_positive,docs_numpy_style,25,1,3
qwen3.5-27b,pymc,treatment_negation,code_style_broadcasting,20,1,3
qwen3.5-27b,pymc,treatment_negation,code_style_listcomp,20,1,3
qwen3.5-27b,pymc,treatment_negation,architecture_standalone,21,1,3
qwen3.5-27b,pymc,treatment_negation,testing_parametrize,22,1,0
qwen3.5-27b,pymc,treatment_negation,naming_underscore,23,1,0
qwen3.5-27b,pymc,treatment_negation,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,pymc,treatment_negation,dependencies_no_new,24,1,0
qwen3.5-27b,pymc,treatment_negation,dependencies_module_constants,24,1,2
qwen3.5-27b,pymc,treatment_negation,docs_numpy_style,25,1,3
qwen3.5-27b,pymc,treatment_positive,architecture_standalone,21,1,3
qwen3.5-27b,pymc,treatment_positive,testing_parametrize,22,1,3
qwen3.5-27b,pymc,treatment_positive,testing_assert_almost,22,1,3
qwen3.5-27b,pymc,treatment_positive,naming_underscore,23,1,0
qwen3.5-27b,pymc,treatment_positive,naming_snake_no_abbrev,23,1,3
qwen3.5-27b,pymc,treatment_positive,dependencies_no_new,24,1,0
qwen3.5-27b,pymc,treatment_positive,dependencies_module_constants,24,1,2
qwen3.5-27b,pymc,treatment_positive,docs_numpy_style,25,1,1
qwen3.5-27b,arviz,treatment_negation,code_style_broadcasting,20,2,3
qwen3.5-27b,arviz,treatment_negation,architecture_standalone,21,2,3
qwen3.5-27b,arviz,treatment_negation,testing_parametrize,22,2,0
qwen3.5-27b,arviz,treatment_negation,testing_assert_almost,22,2,3
qwen3.5-27b,arviz,treatment_negation,naming_underscore,23,2,3
qwen3.5-27b,arviz,treatment_negation,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,arviz,treatment_negation,dependencies_no_new,24,2,0
qwen3.5-27b,arviz,treatment_negation,dependencies_module_constants,24,2,0
qwen3.5-27b,arviz,treatment_negation,docs_numpy_style,25,2,3
qwen3.5-27b,arviz,treatment_positive,code_style_broadcasting,20,2,3
qwen3.5-27b,arviz,treatment_positive,architecture_extend,21,2,3
qwen3.5-27b,arviz,treatment_positive,architecture_standalone,21,2,0
qwen3.5-27b,arviz,treatment_positive,testing_parametrize,22,2,0
qwen3.5-27b,arviz,treatment_positive,testing_assert_almost,22,2,3
qwen3.5-27b,arviz,treatment_positive,naming_underscore,23,2,0
qwen3.5-27b,arviz,treatment_positive,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,arviz,treatment_positive,dependencies_no_new,24,2,0
qwen3.5-27b,arviz,treatment_positive,dependencies_module_constants,24,2,2
qwen3.5-27b,arviz,treatment_positive,docs_numpy_style,25,2,3
qwen3.5-27b,arviz,treatment_positive,docs_regex_comments,25,2,3
qwen3.5-27b,bambi,treatment_negation,code_style_broadcasting,20,2,3
qwen3.5-27b,bambi,treatment_negation,architecture_standalone,21,2,3
qwen3.5-27b,bambi,treatment_negation,testing_parametrize,22,2,0
qwen3.5-27b,bambi,treatment_negation,testing_assert_almost,22,2,3
qwen3.5-27b,bambi,treatment_negation,naming_underscore,23,2,0
qwen3.5-27b,bambi,treatment_negation,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,bambi,treatment_negation,dependencies_no_new,24,2,0
qwen3.5-27b,bambi,treatment_negation,dependencies_module_constants,24,2,2
qwen3.5-27b,bambi,treatment_negation,docs_numpy_style,25,2,3
qwen3.5-27b,bambi,treatment_positive,code_style_broadcasting,20,2,3
qwen3.5-27b,bambi,treatment_positive,architecture_extend,21,2,0
qwen3.5-27b,bambi,treatment_positive,architecture_standalone,21,2,0
qwen3.5-27b,bambi,treatment_positive,testing_parametrize,22,2,0
qwen3.5-27b,bambi,treatment_positive,testing_assert_almost,22,2,3
qwen3.5-27b,bambi,treatment_positive,naming_underscore,23,2,0
qwen3.5-27b,bambi,treatment_positive,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,bambi,treatment_positive,dependencies_no_new,24,2,0
qwen3.5-27b,bambi,treatment_positive,dependencies_module_constants,24,2,2
qwen3.5-27b,bambi,treatment_positive,docs_numpy_style,25,2,3
qwen3.5-27b,pymc,treatment_negation,code_style_broadcasting,20,2,3
qwen3.5-27b,pymc,treatment_negation,architecture_standalone,21,2,3
qwen3.5-27b,pymc,treatment_negation,testing_parametrize,22,2,0
qwen3.5-27b,pymc,treatment_negation,testing_assert_almost,22,2,3
qwen3.5-27b,pymc,treatment_negation,naming_underscore,23,2,0
qwen3.5-27b,pymc,treatment_negation,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,pymc,treatment_negation,dependencies_no_new,24,2,0
qwen3.5-27b,pymc,treatment_negation,dependencies_module_constants,24,2,2
qwen3.5-27b,pymc,treatment_negation,docs_numpy_style,25,2,3
qwen3.5-27b,pymc,treatment_positive,code_style_broadcasting,20,2,1
qwen3.5-27b,pymc,treatment_positive,architecture_extend,21,2,3
qwen3.5-27b,pymc,treatment_positive,architecture_standalone,21,2,0
qwen3.5-27b,pymc,treatment_positive,testing_parametrize,22,2,0
qwen3.5-27b,pymc,treatment_positive,testing_assert_almost,22,2,3
qwen3.5-27b,pymc,treatment_positive,naming_underscore,23,2,0
qwen3.5-27b,pymc,treatment_positive,naming_snake_no_abbrev,23,2,3
qwen3.5-27b,pymc,treatment_positive,dependencies_no_new,24,2,0
qwen3.5-27b,pymc,treatment_positive,dependencies_module_constants,24,2,2
qwen3.5-27b,pymc,treatment_positive,docs_numpy_style,25,2,3
qwen3.5-27b,arviz,treatment_negation,code_style_broadcasting,20,3,3
qwen3.5-27b,arviz,treatment_negation,architecture_standalone,21,3,3
qwen3.5-27b,arviz,treatment_negation,testing_parametrize,22,3,0
qwen3.5-27b,arviz,treatment_negation,testing_assert_almost,22,3,3
qwen3.5-27b,arviz,treatment_negation,naming_underscore,23,3,0
qwen3.5-27b,arviz,treatment_negation,naming_snake_no_abbrev,23,3,3
qwen3.5-27b,arviz,treatment_negation,dependencies_no_new,24,3,0
qwen3.5-27b,arviz,treatment_negation,dependencies_module_constants,24,3,0
qwen3.5-27b,arviz,treatment_negation,docs_numpy_style,25,3,3
qwen3.5-27b,arviz,treatment_positive,code_style_broadcasting,20,3,3
qwen3.5-27b,arviz,treatment_positive,architecture_extend,21,3,3
qwen3.5-27b,arviz,treatment_positive,architecture_standalone,21,3,0
qwen3.5-27b,arviz,treatment_positive,testing_parametrize,22,3,3
qwen3.5-27b,arviz,treatment_positive,testing_assert_almost,22,3,3
qwen3.5-27b,arviz,treatment_positive,naming_underscore,23,3,0
qwen3.5-27b,arviz,treatment_positive,naming_snake_no_abbrev,23,3,3
qwen3.5-27b,arviz,treatment_positive,dependencies_no_new,24,3,0
qwen3.5-27b,arviz,treatment_positive,dependencies_module_constants,24,3,2
qwen3.5-27b,arviz,treatment_positive,docs_numpy_style,25,3,3
qwen3.5-27b,arviz,treatment_positive,docs_regex_comments,25,3,3
qwen3.5-27b,bambi,treatment_negation,code_style_broadcasting,20,3,3
qwen3.5-27b,bambi,treatment_negation,architecture_extend,21,3,3
qwen3.5-27b,bambi,treatment_negation,architecture_standalone,21,3,0
qwen3.5-27b,bambi,treatment_negation,testing_parametrize,22,3,0
qwen3.5-27b,bambi,treatment_negation,testing_assert_almost,22,3,3
qwen3.5-27b,bambi,treatment_negation,naming_underscore,23,3,0
