model,codebase,condition,decision,turn,epoch,score
gpt-5.4-nano,bambi,baseline,code_style_broadcasting,20,2,3
gpt-5.4-nano,bambi,baseline,architecture_extend,21,2,0
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,2,0
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,2,0
gpt-5.4-nano,bambi,baseline,naming_underscore,23,2,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,2,0
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,2,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,2,3
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,2,3
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,2,3
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,2,3
gpt-5.4-nano,bambi,treatment,naming_underscore,23,2,3
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,2,0
gpt-5.4-nano,bambi,treatment,dependencies_module_constants,24,2,0
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,2,3
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,2,3
gpt-5.4-nano,pymc,baseline,architecture_standalone,21,2,3
gpt-5.4-nano,pymc,baseline,testing_parametrize,22,2,0
gpt-5.4-nano,pymc,baseline,testing_assert_almost,22,2,3
gpt-5.4-nano,pymc,baseline,naming_snake_no_abbrev,23,2,3
gpt-5.4-nano,pymc,baseline,dependencies_no_new,24,2,0
gpt-5.4-nano,pymc,baseline,dependencies_module_constants,24,2,0
gpt-5.4-nano,pymc,baseline,docs_numpy_style,25,2,3
gpt-5.4-nano,pymc,treatment,code_style_broadcasting,20,2,3
gpt-5.4-nano,pymc,treatment,architecture_standalone,21,2,3
gpt-5.4-nano,pymc,treatment,testing_parametrize,22,2,3
gpt-5.4-nano,pymc,treatment,testing_assert_almost,22,2,3
gpt-5.4-nano,pymc,treatment,naming_snake_no_abbrev,23,2,1
gpt-5.4-nano,pymc,treatment,dependencies_no_new,24,2,0
gpt-5.4-nano,pymc,treatment,dependencies_module_constants,24,2,0
gpt-5.4-nano,pymc,treatment,docs_numpy_style,25,2,3
gpt-5.4-nano,arviz,baseline,code_style_broadcasting,20,3,3
gpt-5.4-nano,arviz,baseline,architecture_extend,21,3,3
gpt-5.4-nano,arviz,baseline,architecture_standalone,21,3,0
gpt-5.4-nano,arviz,baseline,testing_parametrize,22,3,3
gpt-5.4-nano,arviz,baseline,testing_assert_almost,22,3,3
gpt-5.4-nano,arviz,baseline,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,arviz,baseline,dependencies_no_new,24,3,0
gpt-5.4-nano,arviz,baseline,dependencies_module_constants,24,3,0
gpt-5.4-nano,arviz,baseline,docs_numpy_style,25,3,3
gpt-5.4-nano,arviz,baseline,docs_regex_comments,25,3,0
gpt-5.4-nano,arviz,treatment,code_style_broadcasting,20,3,3
gpt-5.4-nano,arviz,treatment,architecture_extend,21,3,3
gpt-5.4-nano,arviz,treatment,architecture_standalone,21,3,0
gpt-5.4-nano,arviz,treatment,testing_parametrize,22,3,3
gpt-5.4-nano,arviz,treatment,testing_assert_almost,22,3,3
gpt-5.4-nano,arviz,treatment,naming_underscore,23,3,3
gpt-5.4-nano,arviz,treatment,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,arviz,treatment,dependencies_no_new,24,3,0
gpt-5.4-nano,arviz,treatment,dependencies_module_constants,24,3,0
gpt-5.4-nano,arviz,treatment,docs_numpy_style,25,3,3
gpt-5.4-nano,bambi,baseline,code_style_broadcasting,20,3,3
gpt-5.4-nano,bambi,baseline,architecture_extend,21,3,0
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,3,3
gpt-5.4-nano,bambi,baseline,naming_underscore,23,3,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,3,1
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,3,3
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,3,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,3,3
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,3,3
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,3,3
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,3,3
gpt-5.4-nano,bambi,treatment,testing_assert_almost,22,3,3
gpt-5.4-nano,bambi,treatment,naming_underscore,23,3,3
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,3,0
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,3,3
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,3,3
gpt-5.4-nano,pymc,baseline,architecture_standalone,21,3,3
gpt-5.4-nano,pymc,baseline,testing_parametrize,22,3,0
gpt-5.4-nano,pymc,baseline,testing_assert_almost,22,3,3
gpt-5.4-nano,pymc,baseline,naming_snake_no_abbrev,23,3,1
gpt-5.4-nano,pymc,baseline,dependencies_no_new,24,3,0
gpt-5.4-nano,pymc,baseline,dependencies_module_constants,24,3,0
gpt-5.4-nano,pymc,baseline,docs_numpy_style,25,3,3
gpt-5.4-nano,pymc,treatment,code_style_broadcasting,20,3,3
gpt-5.4-nano,pymc,treatment,architecture_standalone,21,3,3
gpt-5.4-nano,pymc,treatment,testing_parametrize,22,3,0
gpt-5.4-nano,pymc,treatment,testing_assert_almost,22,3,3
gpt-5.4-nano,pymc,treatment,naming_snake_no_abbrev,23,3,3
gpt-5.4-nano,pymc,treatment,dependencies_no_new,24,3,0
gpt-5.4-nano,pymc,treatment,dependencies_module_constants,24,3,0
gpt-5.4-nano,pymc,treatment,docs_numpy_style,25,3,3
gpt-5.4-nano,arviz,baseline,code_style_broadcasting,20,4,3
gpt-5.4-nano,arviz,baseline,architecture_extend,21,4,0
gpt-5.4-nano,arviz,baseline,architecture_standalone,21,4,3
gpt-5.4-nano,arviz,baseline,testing_parametrize,22,4,0
gpt-5.4-nano,arviz,baseline,testing_assert_almost,22,4,3
gpt-5.4-nano,arviz,baseline,naming_underscore,23,4,3
gpt-5.4-nano,arviz,baseline,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,arviz,baseline,dependencies_no_new,24,4,3
gpt-5.4-nano,arviz,baseline,dependencies_module_constants,24,4,0
gpt-5.4-nano,arviz,baseline,docs_numpy_style,25,4,3
gpt-5.4-nano,arviz,treatment,code_style_broadcasting,20,4,3
gpt-5.4-nano,arviz,treatment,architecture_extend,21,4,0
gpt-5.4-nano,arviz,treatment,architecture_standalone,21,4,3
gpt-5.4-nano,arviz,treatment,testing_parametrize,22,4,3
gpt-5.4-nano,arviz,treatment,testing_assert_almost,22,4,3
gpt-5.4-nano,arviz,treatment,naming_underscore,23,4,3
gpt-5.4-nano,arviz,treatment,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,arviz,treatment,dependencies_no_new,24,4,0
gpt-5.4-nano,arviz,treatment,dependencies_module_constants,24,4,0
gpt-5.4-nano,arviz,treatment,docs_numpy_style,25,4,3
gpt-5.4-nano,bambi,baseline,code_style_broadcasting,20,4,3
gpt-5.4-nano,bambi,baseline,architecture_extend,21,4,0
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,4,0
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,4,0
gpt-5.4-nano,bambi,baseline,testing_assert_almost,22,4,3
gpt-5.4-nano,bambi,baseline,naming_underscore,23,4,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,4,1
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,4,0
gpt-5.4-nano,bambi,baseline,dependencies_module_constants,24,4,0
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,4,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,4,0
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,4,3
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,4,3
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,4,3
gpt-5.4-nano,bambi,treatment,naming_underscore,23,4,3
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,4,1
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,4,0
gpt-5.4-nano,bambi,treatment,dependencies_module_constants,24,4,0
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,4,3
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,4,3
gpt-5.4-nano,pymc,baseline,architecture_extend,21,4,0
gpt-5.4-nano,pymc,baseline,architecture_standalone,21,4,3
gpt-5.4-nano,pymc,baseline,testing_parametrize,22,4,0
gpt-5.4-nano,pymc,baseline,testing_assert_almost,22,4,3
gpt-5.4-nano,pymc,baseline,naming_snake_no_abbrev,23,4,3
gpt-5.4-nano,pymc,baseline,dependencies_no_new,24,4,0
gpt-5.4-nano,pymc,baseline,dependencies_module_constants,24,4,0
gpt-5.4-nano,pymc,baseline,docs_numpy_style,25,4,3
gpt-5.4-nano,pymc,treatment,code_style_broadcasting,20,4,3
gpt-5.4-nano,pymc,treatment,architecture_standalone,21,4,3
gpt-5.4-nano,pymc,treatment,testing_parametrize,22,4,0
gpt-5.4-nano,pymc,treatment,testing_assert_almost,22,4,3
gpt-5.4-nano,pymc,treatment,naming_snake_no_abbrev,23,4,1
gpt-5.4-nano,pymc,treatment,dependencies_no_new,24,4,0
gpt-5.4-nano,pymc,treatment,dependencies_module_constants,24,4,2
gpt-5.4-nano,pymc,treatment,docs_numpy_style,25,4,3
gpt-5.4-nano,arviz,baseline,code_style_broadcasting,20,5,3
gpt-5.4-nano,arviz,baseline,architecture_extend,21,5,3
gpt-5.4-nano,arviz,baseline,architecture_standalone,21,5,0
gpt-5.4-nano,arviz,baseline,testing_parametrize,22,5,0
gpt-5.4-nano,arviz,baseline,testing_assert_almost,22,5,3
gpt-5.4-nano,arviz,baseline,naming_underscore,23,5,1
gpt-5.4-nano,arviz,baseline,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,arviz,baseline,dependencies_no_new,24,5,0
gpt-5.4-nano,arviz,baseline,dependencies_module_constants,24,5,0
gpt-5.4-nano,arviz,baseline,docs_numpy_style,25,5,3
gpt-5.4-nano,arviz,baseline,docs_regex_comments,25,5,0
gpt-5.4-nano,arviz,treatment,code_style_broadcasting,20,5,3
gpt-5.4-nano,arviz,treatment,architecture_standalone,21,5,3
gpt-5.4-nano,arviz,treatment,testing_parametrize,22,5,3
gpt-5.4-nano,arviz,treatment,testing_assert_almost,22,5,3
gpt-5.4-nano,arviz,treatment,naming_underscore,23,5,3
gpt-5.4-nano,arviz,treatment,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,arviz,treatment,dependencies_no_new,24,5,0
gpt-5.4-nano,arviz,treatment,dependencies_module_constants,24,5,0
gpt-5.4-nano,arviz,treatment,docs_numpy_style,25,5,3
gpt-5.4-nano,arviz,treatment,docs_regex_comments,25,5,3
gpt-5.4-nano,bambi,baseline,code_style_broadcasting,20,5,3
gpt-5.4-nano,bambi,baseline,architecture_extend,21,5,3
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,5,0
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,5,0
gpt-5.4-nano,bambi,baseline,testing_assert_almost,22,5,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,5,1
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,5,0
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,5,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,5,0
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,5,3
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,5,3
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,5,3
gpt-5.4-nano,bambi,treatment,testing_assert_almost,22,5,3
gpt-5.4-nano,bambi,treatment,naming_underscore,23,5,1
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,5,1
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,5,0
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,5,3
gpt-5.4-nano,bambi,treatment,docs_regex_comments,25,5,3
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,5,3
gpt-5.4-nano,pymc,baseline,architecture_extend,21,5,0
gpt-5.4-nano,pymc,baseline,architecture_standalone,21,5,0
gpt-5.4-nano,pymc,baseline,testing_parametrize,22,5,0
gpt-5.4-nano,pymc,baseline,testing_assert_almost,22,5,3
gpt-5.4-nano,pymc,baseline,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,pymc,baseline,dependencies_no_new,24,5,0
gpt-5.4-nano,pymc,baseline,dependencies_module_constants,24,5,0
gpt-5.4-nano,pymc,baseline,docs_numpy_style,25,5,3
gpt-5.4-nano,pymc,treatment,code_style_broadcasting,20,5,3
gpt-5.4-nano,pymc,treatment,architecture_standalone,21,5,3
gpt-5.4-nano,pymc,treatment,testing_parametrize,22,5,0
gpt-5.4-nano,pymc,treatment,testing_assert_almost,22,5,3
gpt-5.4-nano,pymc,treatment,naming_underscore,23,5,3
gpt-5.4-nano,pymc,treatment,naming_snake_no_abbrev,23,5,3
gpt-5.4-nano,pymc,treatment,dependencies_no_new,24,5,0
gpt-5.4-nano,pymc,treatment,dependencies_module_constants,24,5,0
gpt-5.4-nano,pymc,treatment,docs_numpy_style,25,5,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,1,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_standalone,21,1,0
nemotron-3-super-120b-a12b,arviz,baseline,naming_underscore,23,1,3
nemotron-3-super-120b-a12b,arviz,baseline,naming_snake_no_abbrev,23,1,3
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_no_new,24,1,3
nemotron-3-super-120b-a12b,arviz,baseline,docs_numpy_style,25,1,3
nemotron-3-super-120b-a12b,arviz,treatment,code_style_broadcasting,20,1,3
nemotron-3-super-120b-a12b,arviz,treatment,testing_parametrize,22,1,0
nemotron-3-super-120b-a12b,arviz,treatment,testing_assert_almost,22,1,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_underscore,23,1,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_snake_no_abbrev,23,1,3
nemotron-3-super-120b-a12b,bambi,baseline,testing_parametrize,22,1,0
nemotron-3-super-120b-a12b,bambi,baseline,naming_underscore,23,1,1
nemotron-3-super-120b-a12b,bambi,baseline,naming_snake_no_abbrev,23,1,1
nemotron-3-super-120b-a12b,bambi,baseline,dependencies_no_new,24,1,0
nemotron-3-super-120b-a12b,bambi,baseline,docs_numpy_style,25,1,3
nemotron-3-super-120b-a12b,bambi,treatment,code_style_broadcasting,20,1,3
nemotron-3-super-120b-a12b,bambi,treatment,architecture_extend,21,1,0
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,1,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,1,0
nemotron-3-super-120b-a12b,pymc,baseline,naming_snake_no_abbrev,23,1,3
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_no_new,24,1,0
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_module_constants,24,1,0
nemotron-3-super-120b-a12b,pymc,baseline,docs_numpy_style,25,1,3
nemotron-3-super-120b-a12b,pymc,treatment,testing_parametrize,22,1,0
nemotron-3-super-120b-a12b,pymc,treatment,testing_assert_almost,22,1,3
nemotron-3-super-120b-a12b,pymc,treatment,naming_underscore,23,1,0
nemotron-3-super-120b-a12b,pymc,treatment,naming_snake_no_abbrev,23,1,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,1,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,1,0
nemotron-3-super-120b-a12b,pymc,treatment,docs_numpy_style,25,1,3
nemotron-3-super-120b-a12b,arviz,baseline,testing_parametrize,22,2,0
nemotron-3-super-120b-a12b,arviz,baseline,testing_assert_almost,22,2,3
nemotron-3-super-120b-a12b,arviz,baseline,naming_underscore,23,2,1
nemotron-3-super-120b-a12b,arviz,baseline,naming_snake_no_abbrev,23,2,3
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_no_new,24,2,3
nemotron-3-super-120b-a12b,arviz,treatment,architecture_standalone,21,2,3
nemotron-3-super-120b-a12b,arviz,treatment,testing_parametrize,22,2,0
nemotron-3-super-120b-a12b,arviz,treatment,testing_assert_almost,22,2,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_snake_no_abbrev,23,2,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_no_new,24,2,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_module_constants,24,2,0
nemotron-3-super-120b-a12b,arviz,treatment,docs_numpy_style,25,2,3
nemotron-3-super-120b-a12b,bambi,baseline,code_style_broadcasting,20,2,3
nemotron-3-super-120b-a12b,bambi,baseline,testing_parametrize,22,2,0
nemotron-3-super-120b-a12b,bambi,baseline,testing_assert_almost,22,2,3
nemotron-3-super-120b-a12b,bambi,baseline,naming_underscore,23,2,0
nemotron-3-super-120b-a12b,bambi,baseline,naming_snake_no_abbrev,23,2,3
nemotron-3-super-120b-a12b,bambi,baseline,dependencies_no_new,24,2,3
nemotron-3-super-120b-a12b,bambi,baseline,docs_numpy_style,25,2,3
nemotron-3-super-120b-a12b,bambi,treatment,code_style_broadcasting,20,2,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,2,0
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_module_constants,24,2,0
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,2,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_broadcasting,20,2,3
nemotron-3-super-120b-a12b,pymc,baseline,architecture_standalone,21,2,3
nemotron-3-super-120b-a12b,pymc,baseline,naming_underscore,23,2,0
nemotron-3-super-120b-a12b,pymc,baseline,naming_snake_no_abbrev,23,2,3
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_no_new,24,2,0
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_module_constants,24,2,0
nemotron-3-super-120b-a12b,pymc,treatment,architecture_extend,21,2,0
nemotron-3-super-120b-a12b,pymc,treatment,testing_parametrize,22,2,0
nemotron-3-super-120b-a12b,pymc,treatment,testing_assert_almost,22,2,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,2,0
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,2,0
nemotron-3-super-120b-a12b,pymc,treatment,docs_numpy_style,25,2,3
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_no_new,24,3,3
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_module_constants,24,3,0
nemotron-3-super-120b-a12b,arviz,baseline,docs_numpy_style,25,3,0
nemotron-3-super-120b-a12b,arviz,treatment,code_style_broadcasting,20,3,1
nemotron-3-super-120b-a12b,arviz,treatment,code_style_listcomp,20,3,3
nemotron-3-super-120b-a12b,arviz,treatment,architecture_standalone,21,3,3
nemotron-3-super-120b-a12b,arviz,treatment,testing_parametrize,22,3,0
nemotron-3-super-120b-a12b,arviz,treatment,testing_assert_almost,22,3,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_snake_no_abbrev,23,3,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_no_new,24,3,0
nemotron-3-super-120b-a12b,bambi,baseline,code_style_broadcasting,20,3,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_broadcasting,20,3,3
nemotron-3-super-120b-a12b,pymc,baseline,architecture_extend,21,3,0
nemotron-3-super-120b-a12b,pymc,baseline,testing_parametrize,22,3,0
nemotron-3-super-120b-a12b,pymc,baseline,testing_assert_almost,22,3,3
nemotron-3-super-120b-a12b,pymc,baseline,naming_snake_no_abbrev,23,3,3
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_no_new,24,3,0
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_module_constants,24,3,0
nemotron-3-super-120b-a12b,pymc,baseline,docs_numpy_style,25,3,0
nemotron-3-super-120b-a12b,pymc,treatment,architecture_standalone,21,3,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,3,0
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,3,0
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,4,0
nemotron-3-super-120b-a12b,arviz,baseline,naming_underscore,23,4,3
nemotron-3-super-120b-a12b,arviz,baseline,naming_snake_no_abbrev,23,4,1
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_no_new,24,4,3
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_module_constants,24,4,0
nemotron-3-super-120b-a12b,arviz,baseline,docs_numpy_style,25,4,0
nemotron-3-super-120b-a12b,arviz,treatment,code_style_broadcasting,20,4,3
nemotron-3-super-120b-a12b,arviz,treatment,testing_parametrize,22,4,0
nemotron-3-super-120b-a12b,arviz,treatment,testing_assert_almost,22,4,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_snake_no_abbrev,23,4,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_no_new,24,4,3
nemotron-3-super-120b-a12b,bambi,baseline,code_style_broadcasting,20,4,3
nemotron-3-super-120b-a12b,bambi,baseline,testing_parametrize,22,4,0
nemotron-3-super-120b-a12b,bambi,baseline,testing_assert_almost,22,4,3
nemotron-3-super-120b-a12b,bambi,baseline,naming_underscore,23,4,3
nemotron-3-super-120b-a12b,bambi,baseline,naming_snake_no_abbrev,23,4,3
nemotron-3-super-120b-a12b,bambi,baseline,dependencies_no_new,24,4,0
nemotron-3-super-120b-a12b,bambi,baseline,docs_numpy_style,25,4,3
nemotron-3-super-120b-a12b,bambi,treatment,code_style_broadcasting,20,4,3
nemotron-3-super-120b-a12b,bambi,treatment,testing_parametrize,22,4,0
nemotron-3-super-120b-a12b,bambi,treatment,testing_assert_almost,22,4,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_underscore,23,4,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,4,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,4,0
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,4,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_broadcasting,20,4,3
nemotron-3-super-120b-a12b,pymc,baseline,testing_parametrize,22,4,0
nemotron-3-super-120b-a12b,pymc,baseline,naming_underscore,23,4,0
nemotron-3-super-120b-a12b,pymc,baseline,naming_snake_no_abbrev,23,4,3
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_no_new,24,4,0
nemotron-3-super-120b-a12b,pymc,baseline,dependencies_module_constants,24,4,0
nemotron-3-super-120b-a12b,pymc,baseline,docs_numpy_style,25,4,3
nemotron-3-super-120b-a12b,pymc,treatment,code_style_broadcasting,20,4,3
nemotron-3-super-120b-a12b,pymc,treatment,testing_parametrize,22,4,0
nemotron-3-super-120b-a12b,pymc,treatment,docs_numpy_style,25,4,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,5,0
nemotron-3-super-120b-a12b,arviz,baseline,testing_parametrize,22,5,0
nemotron-3-super-120b-a12b,arviz,baseline,dependencies_no_new,24,5,3
nemotron-3-super-120b-a12b,arviz,baseline,docs_numpy_style,25,5,3
nemotron-3-super-120b-a12b,arviz,treatment,code_style_broadcasting,20,5,3
nemotron-3-super-120b-a12b,arviz,treatment,naming_snake_no_abbrev,23,5,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_no_new,24,5,3
nemotron-3-super-120b-a12b,arviz,treatment,dependencies_module_constants,24,5,0
nemotron-3-super-120b-a12b,bambi,baseline,code_style_broadcasting,20,5,3
nemotron-3-super-120b-a12b,bambi,baseline,code_style_listcomp,20,5,3
nemotron-3-super-120b-a12b,bambi,baseline,architecture_extend,21,5,0
nemotron-3-super-120b-a12b,bambi,treatment,code_style_broadcasting,20,5,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_underscore,23,5,0
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,5,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,5,3
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,5,3
nemotron-3-super-120b-a12b,pymc,baseline,naming_underscore,23,5,0
nemotron-3-super-120b-a12b,pymc,baseline,naming_snake_no_abbrev,23,5,3
nemotron-3-super-120b-a12b,pymc,baseline,docs_numpy_style,25,5,3
nemotron-3-super-120b-a12b,pymc,treatment,code_style_broadcasting,20,5,3
nemotron-3-super-120b-a12b,pymc,treatment,testing_parametrize,22,5,3
nemotron-3-super-120b-a12b,pymc,treatment,testing_assert_almost,22,5,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,5,0
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,5,0
gemma-4-26b-a4b-it,arviz,baseline,code_style_broadcasting,20,1,3
gemma-4-26b-a4b-it,arviz,baseline,testing_parametrize,22,1,0
gemma-4-26b-a4b-it,arviz,baseline,testing_assert_almost,22,1,3
gemma-4-26b-a4b-it,arviz,baseline,naming_snake_no_abbrev,23,1,3
gemma-4-26b-a4b-it,arviz,baseline,dependencies_no_new,24,1,3
gemma-4-26b-a4b-it,arviz,baseline,dependencies_module_constants,24,1,0
gemma-4-26b-a4b-it,arviz,baseline,docs_numpy_style,25,1,3
gemma-4-26b-a4b-it,arviz,baseline,docs_regex_comments,25,1,3
gemma-4-26b-a4b-it,arviz,treatment,code_style_broadcasting,20,1,3
gemma-4-26b-a4b-it,arviz,treatment,architecture_extend,21,1,3
gemma-4-26b-a4b-it,arviz,treatment,architecture_standalone,21,1,0
gemma-4-26b-a4b-it,arviz,treatment,testing_parametrize,22,1,0
gemma-4-26b-a4b-it,arviz,treatment,testing_assert_almost,22,1,3
gemma-4-26b-a4b-it,arviz,treatment,naming_underscore,23,1,1
gemma-4-26b-a4b-it,arviz,treatment,naming_snake_no_abbrev,23,1,3
gemma-4-26b-a4b-it,arviz,treatment,dependencies_no_new,24,1,0
gemma-4-26b-a4b-it,arviz,treatment,dependencies_module_constants,24,1,0
gemma-4-26b-a4b-it,arviz,treatment,docs_numpy_style,25,1,3
gemma-4-26b-a4b-it,arviz,treatment,docs_regex_comments,25,1,3
gemma-4-26b-a4b-it,bambi,treatment,code_style_broadcasting,20,1,3
gemma-4-26b-a4b-it,bambi,treatment,architecture_standalone,21,1,3
gemma-4-26b-a4b-it,bambi,treatment,testing_parametrize,22,1,0
gemma-4-26b-a4b-it,bambi,treatment,naming_underscore,23,1,1
gemma-4-26b-a4b-it,bambi,treatment,naming_snake_no_abbrev,23,1,3
gemma-4-26b-a4b-it,bambi,treatment,dependencies_no_new,24,1,0
gemma-4-26b-a4b-it,bambi,treatment,docs_numpy_style,25,1,3
gemma-4-26b-a4b-it,bambi,treatment,docs_regex_comments,25,1,3
gemma-4-26b-a4b-it,pymc,baseline,code_style_broadcasting,20,1,3
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,1,3
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,1,0
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,1,3
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,1,0
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,1,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_no_new,24,1,0
gemma-4-26b-a4b-it,pymc,baseline,dependencies_module_constants,24,1,0
gemma-4-26b-a4b-it,pymc,baseline,docs_numpy_style,25,1,3
gemma-4-26b-a4b-it,pymc,treatment,code_style_broadcasting,20,1,3
